token;sentiment
nützen; 0,0040
nützlich; 0,2302
offensichtlich; 0,0040
optimal; 0,2162
optimistisch; 0,0040
ordentlich; 0,0073
ordnungsgemäß; 0,0040
original; 0,0040
packend; 0,0040
paradiesisch; 0,2068
partnerschaftlich; 0,0040
passend; 0,1201
perfekt; 0,7299
pflegen; 0,2325
phantasievoll; 0,3064
phantastisch; 0,5650
phänomenal; 0,0800
planmäßig; 0,0040
planvoll; 0,0040
plausibel; 0,0040
pompös; 0,0040
populär; 0,0040
positiv; 0,0040
potent; 0,0864
prachtvoll; 0,0040
praktikabel; 0,0744
praktisch; 0,1026
prall; 0,0900
preisgünstig; 0,0040
prima; 0,5766
privilegiert; 0,0040
problemlos; 0,0040
produktiv; 0,0040
professionell; 0,4670
profiliert; 0,0040
profitabel; 0,0040
profitieren; 0,0040
progressiv; 0,0040
prominent; 0,0040
protzig; 0,0040
prunkvoll; 0,0040
prächtig; 0,3350
präzise; 0,0040
puppig; 0,0040
pünktlich; 0,0860
qualifizieren; 0,0040
qualifiziert; 0,0040
qualitativ; 0,0040
qualitätsvoll; 0,0040
quicklebendig; 0,0040
raffiniert; 0,0040
rational; 0,0040
realistisch; 0,2089
rechtlich; 0,0040
rechtmäßig; 0,0040
rechtsgültig; 0,0040
rehabilitieren; 0,0040
reibungslos; 0,1965
reich; 0,1247
reichhaltig; 0,2090
reichlich; 0,3617
reif; 0,0807
reifen; 0,0886
rein; 0,0040
reinigen; 0,0040
reizend; 0,0787
reizvoll; 0,0040
relevant; 0,0040
renommiert; 0,0040
renovieren; 0,0040
rentabel; 0,0040
reparieren; 0,0040
repräsentativ; 0,0040
respektabel; 0,0040
respektieren; 0,0040
respektvoll; 0,0040
retten; 0,0040
revanchieren; 0,0040
richtig; 0,0040
richtigstellen; 0,0040
riesengroß; 0,0040
riesig; 0,4554
robust; 0,0968
romantisch; 0,6965
rosarot; 0,0040
rosig; 0,0755
ruhig; 0,3815
ruhmreich; 0,0040
rückhaltlos; 0,0040
rücksichtsvoll; 0,0040
rückversichern; 0,0040
rührig; 0,0040
sachgemäß; 0,0040
sagenhaft; 0,0907
sanft; 0,3380
satt; 0,3557
sauber; 0,3553
schaffen; 0,0040
scharf; 0,2248
schenken; 0,2040
schick; 0,3372
schillern; 0,0040
schillernd; 0,0040
schlagend; 0,0040
schlank; 0,2349
schlau; 0,3410
schlüssig; 0,0809
schmackhaft; 0,2170
schmeichelnd; 0,1874
schmuck; 0,0040
schmücken; 0,0040
schnell; 0,1169
schuldlos; 0,0040
schwunghaft; 0,0040
schätzen; 0,1175
schön; 0,0081
sehenswert; 0,0947
selbstständig; 0,0040
sensationell; 0,0860
sensibel; 0,0980
seriös; 0,0040
sexy; 0,3453
sicher; 0,3733
sichern; 0,0040
sicherstellen; 0,0040
sichtbar; 0,0040
simpel; 0,0040
sinnvoll; 0,0040
solid; 0,0040
solidarisch; 0,0040
sonnendurchflutet; 0,0040
sonnig; 0,2244
sorgen; 0,2234
sorgenfrei; 0,0040
sorgfältig; 0,2119
sorglos; 0,0040
sorgsam; 0,0040
souverän; 0,0711
spannend; 0,7165
sparen; 0,0040
sparsam; 0,0907
spaßig; 0,0969
spektakel; 0,0040
spektakulär; 0,0925
spenden; 0,0040
speziell; 0,0040
spielend; 0,0040
spielerisch; 0,2000
spitze; 0,2112
spürbar; 0,0040
stabil; 0,1016
stabilisieren; 0,0040
standhaft; 0,0040
stark; 0,0040
stattlich; 0,0876
staunen; 0,0040
steigen; 0,0040
steigend; 0,0040
steigern; 0,0040
stiften; 0,0040
stilsicher; 0,0040
stilvoll; 0,3197
stimulieren; 0,0040
stolz; 0,5161
strahlen; 0,2092
strahlend; 0,2180
stärken; 0,0040
störungsfrei; 0,0040
stützen; 0,0040
subventionieren; 0,0040
super; 0,5012
superschnell; 0,0040
sympathisch; 0,4529
sympathisieren; 0,0040
systematisch; 0,0040
süchtig; 0,0845
süß; 0,3616
tadellos; 0,3090
tadelsfrei; 0,0040
talentiert; 0,3218
tatkräftig; 0,0040
tauglich; 0,0040
tiefgreifend; 0,0040
tierisch; 0,1135
tolerant; 0,1984
tolerieren; 0,0040
toll; 0,5066
top; 0,3186
toppen; 0,0040
traditionell; 0,0040
traditionsreich; 0,0040
tragfähig; 0,0040
transparent; 0,0040
traumhaft; 0,5665
treffend; 0,1023
trefflich; 0,0040
treu; 0,3526
triumphal; 0,0040
triumphieren; 0,0040
trösten; 0,0040
tätig; 0,0040
ultimativ; 0,0040
umfangreich; 0,0040
umfassend; 0,0040
umgänglich; 0,2129
umjubelt; 0,0040
umsichtig; 0,0846
umsorgen; 0,0863
umwerfend; 0,1991
unabhängig; 0,0040
unangefochten; 0,0040
unantastbar; 0,0040
unaufholbar; 0,0040
unbedingt; 0,0040
unbegrenzt; 0,0040
unberührt; 0,0040
unbeschreiblich; 0,1156
unbeschwert; 0,3349
unbesiegbar; 0,0040
unbestreitbar; 0,0040
unbestritten; 0,0040
unbezahlbar; 0,0040
uneingeschränkt; 0,0040
uneinholbar; 0,0040
unerhört; 0,0040
unermesslich; 0,0040
unermeßlich; 0,0040
unermüdlich; 0,0040
unerreicht; 0,0040
unerschrocken; 0,0040
unersetzlich; 0,0040
unfehlbar; 0,0040
ungeahnt; 0,0040
ungebrochen; 0,0040
ungeteilt; 0,0040
ungezwungen; 0,0040
unglaublich; 0,3698
universell; 0,0040
unkompliziert; 0,0782
unparteiisch; 0,0040
unschlagbar; 0,0040
unschuldig; 0,0040
unschätzbar; 0,0040
unsterblich; 0,0040
unternehmerisch; 0,0040
unterstützen; 0,0040
untrennbar; 0,0040
unumschränkt; 0,0040
unumstritten; 0,0040
ununterbrochen; 0,0040
unvergleichbar; 0,0833
unvergleichlich; 0,0967
unverhofft; 0,0040
unverkrampft; 0,0040
unverwundbar; 0,0040
unverzichtbar; 0,0040
unwiderstehlich; 0,1874
unzweifelhaft; 0,0040
unübertrefflich; 0,0780
unübertroffen; 0,0753
upgraden; 0,0040
verantwortlich; 0,0040
verantwortungsbewußt; 0,0040
verantwortungsvoll; 0,0040
verbessern; 0,0040
verbinden; 0,0040
verbindlich; 0,0040
verblüffend; 0,0040
verdienen; 0,0989
verdient; 0,3612
veredeln; 0,0040
verehren; 0,0040
verehrt; 0,0040
vereidigen; 0,0040
vereinen; 0,0040
vereinfachen; 0,0040
vererben; 0,0040
verfeinern; 0,0040
verführerisch; 0,0040
vergeben; 0,0040
vergnügen; 0,1838
vergolden; 0,0040
vergrößern; 0,0040
vergöttern; 0,0040
vergöttert; 0,0040
verhandeln; 0,0040
verheißungsvoll; 0,0040
veritabel; 0,0040
verlockend; 0,0040
verlässlich; 0,0854
vermachen; 0,0040
vermehrt; 0,0040
vermitteln; 0,0699
vernünftig; 0,3436
verschlingen; 0,0040
verschönern; 0,0040
versichern; 0,0040
versiert; 0,0040
verstehen; 0,0957
verständlich; 0,0978
verstärken; 0,0040
versöhnen; 0,0040
versöhnlich; 0,0040
verteidigen; 0,0040
vertrauenerweckend; 0,0040
vertrauensvoll; 0,0040
vertrauenswürdig; 0,0040
vertraulich; 0,0040
vertraut; 0,2266
verwendbar; 0,0859
verwirklichen; 0,0040
verwöhnen; 0,3571
verzeihen; 0,0040
verzückt; 0,0040
vielfältig; 0,0040
vielseitig; 0,0957
vielversprechend; 0,0849
vital; 0,2122
vollkommen; 0,0945
vollständig; 0,0040
voranbringen; 0,0040
vorankommen; 0,0040
vorantreiben; 0,0040
vorbehaltlos; 0,0040
vorbereiten; 0,1036
vorbildlich; 0,3188
vorsichtig; 0,2313
vorsorgen; 0,0878
vorsorglich; 0,0040
vorteilhaft; 0,0040
vorwärts; 0,0961
vorzeigbar; 0,0040
vorzüglich; 0,3223
wachsam; 0,0891
wachsen; 0,3607
wachsend; 0,0040
wagen; 0,0040
wahr; 0,2176
wahren; 0,0040
warm; 0,3796
warmherzig; 0,1921
wegweisend; 0,0040
weich; 0,3591
weise; 0,2244
weiterempfehlen; 0,2101
weitgehend; 0,0040
weitläufig; 0,1966
weitreichend; 0,0040
weiträumig; 0,0040
weitsichtig; 0,0040
weltberühmt; 0,0040
wertig; 0,0040
wertschätzen; 0,0040
wertvoll; 0,3570
wichtig; 0,3822
widerstandsfähig; 0,0877
wiederaufleben; 0,0040
wiederbeleben; 0,0040
wiedergewinnen; 0,0040
wiedergutmachen; 0,0040
wiederherstellen; 0,0040
wiederkehren; 0,0040
wiedervereinigen; 0,0040
willensstark; 0,0040
willkommen; 0,0040
wirksam; 0,0040
wirkungsvoll; 0,0040
wirtschaftlich; 0,0040
witzig; 0,4463
wohlbehalten; 0,0883
wohlgeordnet; 0,0040
wohlhabend; 0,2010
wohlig; 0,3200
wohltuend; 0,2113
wohltätig; 0,0040
wohlwollend; 0,0040
wohnlich; 0,0885
wunderbar; 0,7234
wundersam; 0,0040
wunderschön; 0,7048
wundervoll; 0,3080
wunschgemäß; 0,0040
wärmen; 0,1956
wärmstens; 0,0040
wünschenswert; 0,0040
würdevoll; 0,0040
würdig; 0,0801
würdigen; 0,2056
zauberhaft; 0,0040
zeitsparend; 0,0040
zielgerichtet; 0,0040
zielstrebig; 0,1955
zivilisiert; 0,0040
zufließen; 0,0040
zufrieden; 0,3930
zufriedenstellend; 0,0040
zufügen; 0,0040
zugeben; 0,0040
zugreifen; 0,0040
zugänglich; 0,0040
zukunftsweisend; 0,0859
zulegen; 0,0922
zulässig; 0,0040
zurückgewinnen; 0,0040
zusammenhalten; 0,0834
zuschießen; 0,0040
zustimmen; 0,0040
zuverlässig; 0,2052
zuversichtlich; 0,2179
zuvorkommend; 0,6669
zweifellos; 0,0839
übereinkunft; 0,0040
übereinstimmung; 0,0040
überfluß; 0,0040
überlegenheit; 0,0040
überlegung; 0,0040
überparteilichkeit; 0,0040
überschaubarkeit; 0,0040
überschwänglichkeit; 0,0040
überzeugung; 0,0040
ästhetisch; 0,2038
überdurchschnittlich; 0,0900
überglücklich; 0,0040
übergroß; 0,0040
überholen; 0,0040
überleben; 0,0040
überlegen; 0,0040
überlegt; 0,0040
übermenschlich; 0,0040
überragend; 0,0040
überraschend; 0,0040
überrascht; 0,2438
überrunden; 0,0040
überschaubar; 0,0040
überschwänglich; 0,0040
überschäumen; 0,0040
übersichtlich; 0,2253
übertreffen; 0,0040
überwinden; 0,0040
überwältigend; 0,3312
überwältigt; 0,0578
überzeugen; 0,3396
überzeugend; 0,4489
überzeugt; 0,2381
üppig; 0,2010
abbau;-0,0580
abbruch;-0,0048
abdankung;-0,0048
abdämpfung;-0,0048
abfall;-0,0048
abfuhr;-0,3367
abgrund;-0,3465
abhängigkeit;-0,3653
ablehnung;-0,5118
ablenkung;-0,0435
abnahme;-0,0048
abneigung;-0,0048
abnutzung;-0,0048
abriss;-0,0048
abrutsch;-0,0048
abschaffung;-0,0580
abschreckung;-0,0048
abschreibung;-0,3345
abschuß;-0,0048
abschuss;-0,0048
abschwächung;-0,1935
absenkung;-0,3434
abspaltung;-0,0048
absperrung;-0,0048
abstieg;-0,3215
abstoß;-0,0048
abstrich;-0,3201
abstumpfung;-0,0048
absturz;-0,4739
absurdität;-0,0048
abweichung;-0,3462
abweisung;-0,0048
abwertung;-0,3283
abwärtstrend;-0,1941
abzocke;-0,0048
achtlosigkeit;-0,0048
affäre;-0,1794
aggression;-0,4889
aggressivität;-0,1958
aggressor;-0,3155
agitation;-0,0048
alarm;-0,0048
alptraum;-0,0048
albtraum;-0,0048
amateur;-0,0048
ambivalenz;-0,3266
androhung;-0,0048
anfälligkeit;-0,0048
angreifer;-0,0048
angriff;-0,2120
angst;-0,5140
anklage;-0,3468
anmaßung;-0,0048
annullierung;-0,0048
anomalie;-0,0048
anspannung;-0,0048
anstrengung;-0,0048
antipathie;-0,0048
arbeitslose;-0,3549
arbeitslosigkeit;-0,3654
armut;-0,2038
arroganz;-0,3289
arschloch;-0,1901
attacke;-0,4700
aufhebung;-0,0048
auflösung;-0,0048
aufregung;-0,0386
aufruhr;-0,0048
aufschrei;-0,0048
aufstand;-0,0048
ausbeute;-0,1894
ausbeuter;-0,0048
ausbeutung;-0,0048
ausbruch;-0,0048
auseinandersetzung;-0,0603
ausfall;-0,2164
ausgrenzung;-0,6260
auslöschung;-0,0048
ausrottung;-0,0048
ausschließung;-0,0048
aussetzung;-0,0048
banalität;-0,0048
bankrott;-0,0048
barriere;-0,0048
bedeutungslosigkeit;-0,0048
bedrohung;-0,0048
bedrängung;-0,0048
bedrückung;-0,0435
bedürftige;-0,0048
beeinträchtigung;-0,3472
befall;-0,0048
befangenheit;-0,0048
befürchtung;-0,4903
begrenzung;-0,0048
behinderung;-0,3578
belastung;-0,3711
beleidigung;-0,3432
belästigung;-0,0048
beschneidung;-0,3313
beschränkung;-0,3518
beschuldigung;-0,3209
beschwerde;-0,0048
beschwerlichkeit;-0,0048
beschädigung;-0,0048
beschäftigungslose;-0,0048
beschäftigungsloser;-0,0048
beschämung;-0,0048
beseitigung;-0,0048
besorgnis;-0,0048
bestechung;-0,0048
besteuerung;-0,0048
bestrafung;-0,0048
bestürzung;-0,0048
betrug;-0,4913
betrüger;-0,3311
beule;-0,0048
beunruhigung;-0,3240
bevormundung;-0,0048
bitterkeit;-0,0048
blindheit;-0,0048
blockade;-0,0048
blockierung;-0,0048
blödheit;-0,0048
bombardement;-0,0048
bombardierung;-0,0048
bombe;-0,0048
bosheit;-0,3371
brand;-0,0048
bruch;-0,3463
brutalität;-0,0048
bußgeld;-0,3377
bösartigkeit;-0,3189
bösewicht;-0,0048
bürde;-0,0524
chaos;-0,3489
crash;-0,1885
defekt;-0,0048
defizit;-0,3470
deformation;-0,0048
degradierung;-0,3137
dekadenz;-0,0048
demütigung;-0,0048
denkfehler;-0,0048
depression;-0,4951
desaster;-0,3413
desinteresse;-0,3348
dezimierung;-0,0048
dieb;-0,1962
diebstahl;-0,3505
diffamierung;-0,4591
diktator;-0,0048
dilemma;-0,3403
diskriminierung;-0,0048
dissens;-0,0048
dominierung;-0,0048
doppeldeutigkeit;-0,0048
doppelspiel;-0,0048
dreck;-0,0048
drift;-0,0048
drohung;-0,0048
drosselung;-0,3178
dummheit;-0,4877
dummkopf;-0,0048
dunkelheit;-0,3547
durcheinander;-0,0048
dussel;-0,3094
dämpfer;-0,0048
dürre;-0,0048
düsternis;-0,0048
egoist;-0,3179
ehebruch;-0,4743
einbrecher;-0,0048
einbruch;-0,3498
einbuße;-0,0048
einsamkeit;-0,3390
einschlag;-0,0048
einschränkung;-0,2048
einschüchterung;-0,0048
insturz;-0,0048
ekel;-0,4620
elend;-0,2013
empörung;-0,0048
ende;-0,2088
energielosigkeit;-0,0048
entbindung;-0,0048
entfremdung;-0,0048
entführung;-0,0048
enthauptung;-0,0048
entlassung;-0,0048
entmutigung;-0,0048
enttäuschung;-0,3378
entziehung;-0,0048
epidemie;-0,0048
ermahnung;-0,0048
ermordung;-0,3320
ermüdung;-0,0048
erniedrigung;-0,3259
ernüchterung;-0,0048
erosion;-0,0666
erpressung;-0,0048
erschöpfung;-0,0595
erschütterung;-0,0048
explosion;-0,0048
fahrlässigkeit;-0,0048
farce;-0,3349
faschist;-0,0048
faulheit;-0,6110
fehde;-0,0048
fehlanzeige;-0,0048
fehler;-0,6752
fehlermeldung;-0,4765
fehlkauf;-0,0048
fehlkonstruktion;-0,0048
fehlleistung;-0,0048
fehltritt;-0,0048
fehlverhalten;-0,3461
feind;-0,8054
feuer;-0,0445
fiasko;-0,0048
finanzkrise;-0,3283
finte;-0,0048
flaute;-0,0413
fluch;-0,3534
flucht;-0,0048
flüchtiger;-0,0048
flüchtigkeit;-0,0048
flüchtling;-0,0048
frechheit;-0,4665
frust;-0,4690
frustration;-0,3354
furcht;-0,5012
fälschung;-0,3377
gammler;-0,0048
gangster;-0,3375
garnichts;-0,0048
gauner;-0,4592
gebrechen;-0,3251
gedränge;-0,0571
gefahr;-1,0000
gefecht;-0,3373
gefährdung;-0,0048
gegner;-0,3440
geisteskrankheit;-0,0048
geistlosigkeit;-0,0048
geiz;-0,0048
geizhals;-0,0048
geizkragen;-0,0048
geldstrafe;-0,3299
geschmacklosigkeit;-0,0048
geschäftsauflösung;-0,0048
gestank;-0,0048
gewalt;-0,5363
gewalttätige;-0,0048
gewalttätiger;-0,0048
gift;-0,3505
glanzlosigkeit;-0,0048
gleichgültigkeit;-0,3430
glücklosigkeit;-0,0048
gnadenlosigkeit;-0,0048
grausamkeit;-0,3348
groll;-0,6021
groteske;-0,0048
habgier;-0,0532
haft;-0,0048
handgemenge;-0,3174
handicap;-0,0426
handikap;-0,0426
hass;-0,5014
heimsuchung;-0,0048
hektik;-0,0048
hemmung;-0,0048
herausforderung;-0,0048
heuchelei;-0,0048
heuchler;-0,3251
hilflosigkeit;-0,3394
hindernis;-0,0048
hinterhalt;-0,0048
hinterlist;-0,0048
hohn;-0,0048
horror;-0,0509
hunger;-0,3531
hungersnot;-0,4739
hungertod;-0,0048
hysterie;-0,3386
härte;-0,0446
hölle;-0,5052
idiot;-0,0048
illegalität;-0,0048
immobilität;-0,0048
ineffizienz;-0,0048
infektion;-0,2059
infiltration;-0,0048
inflation;-0,3462
inkompetenz;-0,0048
inkonsequenz;-0,0455
inkonsistenz;-0,3097
instabilität;-0,3358
intervention;-0,1975
invasion;-0,0048
isolation;-0,3453
jammer;-0,4613
jähzorn;-0,0048
kampf;-0,5372
kapitalverbrechen;-0,0048
kapitulation;-0,0048
katastrophe;-0,5027
keim;-0,0048
klage;-0,0048
klischee;-0,4800
kläger;-0,3673
knappheit;-0,0048
kollaps;-0,0048
kollision;-0,3323
komplikation;-0,0048
konflikt;-0,0048
konfrontation;-0,0048
konjunkturrückgang;-0,0048
konkurrenz;-0,0461
konkurrenzkampf;-0,0494
konkurs;-0,0048
kontroverse;-0,3329
kopfschmerz;-0,1993
korruption;-0,3439
kostspieligkeit;-0,0048
krach;-0,0048
krachen;-0,0048
krankheit;-0,6858
krieg;-0,5364
kriminalität;-0,0048
krise;-0,3621
kritik;-0,5308
kritiker;-0,6494
kränkung;-0,0048
krüppel;-0,3203
kurseinbruch;-0,0048
kälte;-0,0048
kündigung;-0,0048
kürzung;-0,3410
langeweile;-0,0377
langweiler;-0,0443
last;-0,0048
launenhaftigkeit;-0,0048
lebensgefahr;-0,0048
leblosigkeit;-0,0048
leere;-0,0048
leichtsinn;-0,3253
leichtsinnsfehler;-0,0371
leid;-0,5056
leidende;-0,0048
liquidation;-0,0048
lähmung;-0,0048
löschung;-0,0048
lüge;-0,5000
lügner;-0,4767
makel;-0,1813
mangel;-0,3669
manipulation;-0,3455
massaker;-0,0048
maßlosigkeit;-0,0048
melancholie;-0,1859
melodrama;-0,0048
merkwürdigkeit;-0,0048
minderung;-0,0048
minderwertigkeit;-0,3201
missachtung;-0,0048
missbrauch;-0,0048
missgeschick;-0,0472
missglück;-0,0048
misstrauen;-0,4778
misstrauensantrag;-0,0048
missverständnis;-0,4756
mist;-0,1732
mittellosigkeit;-0,0048
mittelmäßigkeit;-0,0048
monotonie;-0,0048
mord;-0,3595
mutlosigkeit;-0,0048
müdigkeit;-0,1995
mühe;-0,0048
müll;-0,3377
nachlässigkeit;-0,0048
nachteil;-0,8102
naivität;-0,0048
narr;-0,3350
negativität;-0,3155
neid;-0,4729
nervosität;-0,1833
neustart;-0,0504
niedergang;-0,0048
niedergeschlagenheit;-0,0048
niederlage;-0,3651
not;-0,2187
notfall;-0,0468
notstand;-0,0048
nutzlosigkeit;-0,0048
nötigung;-0,0048
oberflächlichkeit;-0,3299
offensive;-0,0048
opposition;-0,3631
panik;-0,3429
panne;-0,1901
pech;-0,4823
pessimismus;-0,4715
pest;-0,3456
pflicht;-0,3577
pleite;-0,3323
preissturz;-0,0048
problem;-0,3865
propaganda;-0,4893
protest;-0,3564
provisorium;-0,0048
provokation;-0,0048
qual;-0,0402
qualitätsminderung;-0,3096
rache;-0,3534
ratlosigkeit;-0,0048
raub;-0,0048
rebell;-0,0048
rebellion;-0,0048
rechtswidrigkeit;-0,0499
redundanz;-0,0048
reinfall;-0,0048
reklamation;-0,0048
reparatur;-0,0048
revolte;-0,0048
revolution;-0,0048
rezession;-0,3454
risiko;-0,6870
rivale;-0,0502
rivalität;-0,0048
rost;-0,0048
ruin;-0,0048
rutsch;-0,0048
rätselraten;-0,0048
räuber;-0,3508
rückfall;-0,0048
rückgang;-0,2096
rückschritt;-0,0048
rücksendung;-0,3465
rücksichtslosigkeit;-0,0048
rückstand;-0,0630
rückständigkeit;-0,0048
rücktritt;-0,0048
rückzug;-0,3501
sabotage;-0,0048
sackgasse;-0,3455
schaden;-0,5299
schadensbild;-0,0048
scham;-0,4829
schande;-0,0048
scheidung;-0,2023
scheitern;-0,3524
schelte;-0,0048
scheußlichkeit;-0,0048
schlachtfeld;-0,0048
schlag;-0,0048
schlamperei;-0,0048
schlechtigkeit;-0,4646
schlitterbahn;-0,0048
schlägerei;-0,0048
schmerz;-0,0048
schmuggel;-0,0048
schmutz;-0,0542
schock;-0,0048
schramme;-0,0048
schreck;-0,1940
schrott;-0,0534
schräglauf;-0,0048
schubs;-0,0048
schuld;-0,9686
schuldner;-0,0048
schuldnerin;-0,0048
schurke;-0,3306
schwierigkeit;-0,0483
schwund;-0,0048
schwäche;-0,5035
schwächung;-0,3370
schädigung;-0,0048
senkung;-0,0545
sinnlosigkeit;-0,0048
sintflut;-0,3313
skandal;-0,0048
sklave;-0,3281
sklavenarbeit;-0,0048
sorge;-0,3618
spott;-0,3357
sprengstoff;-0,0048
sprengung;-0,0048
stagnation;-0,0048
stau;-0,0438
sterben;-0,0539
steuerhinterziehung;-0,0048
stilllegung;-0,0048
stillstand;-0,0048
stornierung;-0,0048
stoß;-0,0048
strafverfahren;-0,0048
strapaze;-0,0048
streik;-0,0048
streit;-0,6632
strenge;-0,0048
stress;-0,0048
sturheit;-0,1894
sturz;-0,6316
störung;-0,3569
sucht;-0,3505
sündenbock;-0,3285
tabu;-0,0048
terror;-0,0048
terrorismus;-0,3553
teuerung;-0,3220
teuerungsrate;-0,0048
teufelskreis;-0,4790
tod;-0,0697
todesfall;-0,0048
todesstrafe;-0,0048
torheit;-0,0048
totschlag;-0,0048
tragödie;-0,0048
trauer;-0,0048
trauma;-0,0048
traurigkeit;-0,0457
trennung;-0,5071
tristesse;-0,0555
trostlosigkeit;-0,0048
trott;-0,0048
trugschluß;-0,0048
trugschluss;-0,0048
trägheit;-0,1937
träne;-0,0562
trübsal;-0,1890
turbulenz;-0,0048
tyrannei;-0,3243
täuschung;-0,3445
umtausch;-0,3430
unbehagen;-0,3291
unbehaglichkeit;-0,0048
unbeliebtheit;-0,0048
unbequemlichkeit;-0,0048
unbestimmtheit;-0,0537
undankbarkeit;-0,0048
unehrlichkeit;-0,0048
uneinigkeit;-0,3289
unerbittlichkeit;-0,0048
unerträglichkeit;-0,0048
unfall;-0,0048
unfreundlichkeit;-0,3085
unfug;-0,3394
unfähigkeit;-0,1896
ungeduld;-0,4655
ungehorsamkeit;-0,0048
ungenauigkeit;-0,0048
ungerechtigkeit;-0,3419
ungeschicklichkeit;-0,3116
unglaubwürdigkeit;-0,0048
ungleichheit;-0,0048
unglück;-0,5004
unheilbarkeit;-0,0048
unhöflichkeit;-0,0048
unklarheit;-0,0048
unmenschlichkeit;-0,0048
unmoral;-0,3172
unmut;-0,3394
unordnung;-0,3391
unrecht;-0,5086
unregelmäßigkeit;-0,0048
unrentabilität;-0,0048
unruhe;-0,2010
unsicherheit;-0,3580
unsinn;-0,4969
unstetigkeit;-0,3075
unstimmigkeit;-0,0048
unterbrechung;-0,0048
unterdrückung;-0,0048
untergang;-0,3498
unterlassung;-0,0048
unterwerfung;-0,3279
untreue;-0,3293
unverantwortlichkeit;-0,3068
unvereinbarkeit;-0,0048
unverhältnismäßigkeit;-0,0048
unverschämtheit;-0,0048
unvollkommenheit;-0,0048
unvollständigkeit;-0,0048
unwahrheit;-0,4660
unwirksamkeit;-0,0048
unwirtschaftlichkeit;-0,0048
unwissenheit;-0,4935
unzufriedenheit;-0,6324
unzumutbarkeit;-0,0048
unzuverlässigkeit;-0,0048
vagheit;-0,0048
verachtung;-0,3308
verbannung;-0,0048
verbot;-0,0048
verdacht;-0,8074
verdorbenheit;-0,0048
verdrängung;-0,0048
verdächtige;-0,0048
verfall;-0,0048
verfehlung;-0,0048
vergeltung;-0,3369
vergeltungsmaßnahme;-0,0048
vergeudung;-0,0048
verherrlichung;-0,0048
verhängnis;-0,0048
verkleinerung;-0,0048
verlangsamung;-0,0048
verletzung;-0,5032
verleumdung;-0,4792
verlierer;-0,3441
verlust;-0,5204
vermeidung;-0,0048
verminderung;-0,0048
vernachlässigung;-0,3280
vernichtung;-0,4883
verrat;-0,0048
verräter;-0,3352
verrückter;-0,0447
verrücktheit;-0,0048
versagen;-0,3517
verschlechterung;-0,4959
verschmutzung;-0,3392
verschwendung;-0,0048
verschwörung;-0,3355
versenkung;-0,0048
versklavung;-0,0048
verstoß;-0,0048
verstrickung;-0,0048
versuchung;-0,3463
versäumnis;-0,0048
vertreibung;-0,0048
verurteilung;-0,0048
verweigerung;-0,3441
verwerfung;-0,3202
verwirrung;-0,3323
verwundung;-0,0048
verwüstung;-0,0048
verzerrung;-0,0048
verzicht;-0,2022
verzweiflung;-0,0048
verzögerung;-0,0048
vorurteil;-0,6261
vorwand;-0,0048
vorwurf;-0,5095
wahnsinn;-0,0048
wermutstropfen;-0,3356
wertlosigkeit;-0,0048
wertverlust;-0,0048
wichtigtuer;-0,0048
widernatürlichkeit;-0,0048
widerruf;-0,0048
widerspruch;-0,3655
widrigkeit;-0,0048
wirtschaftskrise;-0,0048
wrack;-0,0048
wunde;-0,3396
wut;-0,4726
wüste;-0,0048
zahlungsunfähigkeit;-0,0048
zeitverschwendung;-0,3223
zensur;-0,3468
zerrung;-0,0048
zerschlagung;-0,0048
zerstörung;-0,3578
ziellosigkeit;-0,0048
zoll;-0,0048
zorn;-0,3537
zumutung;-0,3286
zusammenbruch;-0,0048
zusammenstoß;-0,3302
zwang;-0,0721
zwangslage;-0,0048
zwangsmaßnahme;-0,0048
zweifel;-0,0048
zwietracht;-0,0048
abbauen;-0,0578
abbrechen;-0,3482
abdanken;-0,0048
abdämpfen;-0,0048
abfallen;-0,0048
abfällig;-0,3197
abführen;-0,3358
abgebrochen;-0,0048
abgedroschen;-0,1839
abgestanden;-0,0368
abgetakelt;-0,0048
abgleiten;-0,0397
abgründig;-0,1719
abhängig;-0,0048
ablaufen;-0,0048
ablehnen;-0,6458
ablenken;-0,0420
abnehmen;-0,0292
abnutzen;-0,0417
abraten;-0,3353
abreißen;-0,3116
abrupt;-0,0048
abrutschen;-0,0048
abschaffen;-0,0048
abschießen;-0,0048
abschrecken;-0,1780
abschreckend;-0,0490
abschreiben;-0,1847
abschwächen;-0,0048
abschätzig;-0,0048
absenken;-0,0048
absinken;-0,3269
abspalten;-0,3099
absperren;-0,0048
absteigen;-0,4776
abstoßen;-0,1796
abstoßend;-0,5859
abstumpfen;-0,0048
abstürzen;-0,4697
absurd;-0,2120
abtragen;-0,0048
abweichen;-0,3422
abweisen;-0,0048
abwerten;-0,4521
achtlos;-0,0048
aggressiv;-0,4484
alarmieren;-0,0048
alkoholisiert;-0,0048
alt;-0,0048
altmodisch;-0,0382
amateurhaft;-0,4485
ambivalent;-0,4628
androhen;-0,0048
anfällig;-0,1884
angespannt;-0,4744
angestrengt;-0,0415
angetrunken;-0,0048
angreifen;-0,0464
anklagen;-0,0048
anmaßen;-0,0048
annullieren;-0,3149
anschießen;-0,0048
anspannen;-0,0444
anstrengen;-0,0048
anstrengend;-0,0048
anstößig;-0,0048
antiquiert;-0,0048
anzünden;-0,3333
apathisch;-0,3252
apokalyptisch;-0,0048
